FrontImage,RearImage1,Correspondences1,RearImage2,Correspondences2,RearImage3,Correspondences3,RearImage4,Correspondences4,RearImage5,Correspondences5
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774744165087.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774739588006.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774739133443.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752131667.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774750768228.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753040668.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774744602539.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774741678594.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754858545.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748495788.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774743042033.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774741224157.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774744977507.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748404926.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774736315704.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754767682.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753858680.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748859364.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774745352486.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774742860183.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756949257.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754676819.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751495378.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751040940.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774745727446.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757312831.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755494830.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753676956.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755949393.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755040394.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774746102395.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747677775.png,14,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752677092.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774745405336.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774744041894.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759039848.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774746414846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774750677365.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774745223611.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758857997.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758403559.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757949120.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774746727296.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774737588279.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774744678185.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774742860183.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754676819.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774740587869.png,11
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774747039747.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774742224019.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759494284.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758585409.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757221969.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756312969.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774747352195.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759766998.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747495925.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760221561.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754767682.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752949805.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774747664648.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759130710.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752767955.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774749132076.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753222518.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774744132758.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774747977096.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759948850.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774738315430.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760403286.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759494284.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759039848.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774748352048.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755767544.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774749859227.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754858545.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754404104.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753949668.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774748789498.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774746677911.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774742133032.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761221424.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758039983.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757130984.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774749164449.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758857997.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748404926.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756131119.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755222245.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774743405609.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774749539397.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774740587869.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758767133.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752858817.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748314062.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774746041624.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774749914348.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761312287.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774745405336.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762221285.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756767407.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774750859091.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774750289299.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759948850.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759039848.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774741769456.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760403286.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747223337.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774750664249.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762584862.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759403423.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756676544.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751677229.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751222791.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774751039206.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761585000.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762948440.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762039436.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755222245.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747950488.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774751476654.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762039436.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763402876.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761585000.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757040119.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751131803.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774751851622.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758312695.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753313381.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774764221013.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763766453.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762403014.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774752226573.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774764675455.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762403014.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762857450.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758767133.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774750131940.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774752539023.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748586776.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763584726.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774748132213.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762221285.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760857725.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774752913973.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774752495242.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774764766317.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763402876.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761585000.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759312559.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774753226424.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762857450.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757858133.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754676819.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774745587186.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774744678185.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774753601376.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761403149.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760039711.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759130710.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755949393.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754585957.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774753976326.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762675728.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761312287.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755858407.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754949532.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774765402603.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774754351272.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760766863.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755767544.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774764402740.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763948303.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758494421.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774754726225.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774767038754.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762039436.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774753404243.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774759312559.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757040119.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774755101176.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774763402876.png,13,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756585682.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774746132486.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762039436.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774766584317.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774755476128.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774764675455.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747405063.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774766038892.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761039574.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774754222381.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774755913594.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774766856905.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758676271.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761857586.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760494150.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774756403831.png,11
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774756288579.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774757767270.png,15,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774766856905.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774761857586.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760494150.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755949393.png,10
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774756663556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758130846.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774765402603.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774755403969.png,10,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774766766044.png,9,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774762221285.png,9
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/front_top/1403774757038533.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774747586912.png,12,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774758948983.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774751222791.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774750313790.png,11,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/vpr/rear_top/1403774760766863.png,10
