frontQuery,gtRearStart,gtRearEnd,dbRearStart,dbRearEnd
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774776785988.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777946392.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779037118.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777128255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785309013.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774776848480.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777946392.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777219242.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785309013.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774776910967.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778037254.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777310103.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785399874.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774776973462.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778128117.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779218969.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777310103.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785490737.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777035950.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778128117.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777400965.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785490737.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777098438.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778219103.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777491829.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785581726.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777160931.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778309965.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779400693.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777491829.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785672590.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777223419.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778309965.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777582818.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785763453.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777285916.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778400829.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777673681.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785763453.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777348406.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778491691.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779582546.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777764541.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785854315.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777410893.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778491691.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779673407.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777764541.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785945303.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777473385.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778582679.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777855404.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774785945303.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777535883.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778673542.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777946392.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786036163.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777598380.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778764405.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779855132.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774777946392.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786127027.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777660870.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778764405.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779946119.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778037254.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786127027.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777723371.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778855268.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779946119.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778128117.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786218016.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777785868.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778946255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780036983.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778128117.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786308878.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777848363.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778946255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780127846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778219103.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786308878.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777910860.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779037118.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780127846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778309965.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786399739.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774777973357.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780218831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778309965.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786490604.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778035851.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780309694.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778400829.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786490604.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778098338.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779218969.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780309694.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778491691.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786672452.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778160830.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780400559.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778491691.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786763313.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778223321.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780491421.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778582679.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786763313.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778285809.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779400693.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780491421.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778673542.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786854176.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778348297.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780582409.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778764405.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786945165.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778410791.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780673270.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778764405.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774786945165.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778473279.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779582546.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780764133.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778855268.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787036029.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778535769.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779673407.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780764133.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778946255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787126891.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778598260.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780854997.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774778946255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787126891.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778660747.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780945981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779037118.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787217877.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778723237.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779855132.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781036847.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787308740.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778785729.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779946119.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781127710.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779127981.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787308740.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778848219.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779946119.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781127710.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779218969.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787399603.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778910710.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780036983.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781218695.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787490465.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774778973201.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780127846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781309558.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779309831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787490465.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779035692.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780127846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781309558.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779400693.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787581451.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779098181.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780218831.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781400423.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787763177.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779160673.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780309694.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781491284.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779491556.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787763177.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779223162.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780309694.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781491284.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779582546.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787854040.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779285653.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780491421.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781582271.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779673407.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787945028.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779348143.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780491421.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781673135.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774787945028.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779410632.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780582409.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781763998.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779764269.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774788035890.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779473120.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780673270.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781763998.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779855132.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774788126753.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_top_H/1403774779535614.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774780764133.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774781854860.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774779946119.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_top_H/1403774788126753.png
