front,rear
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774738790919.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740769594.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774738853410.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740769594.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774738915902.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740769594.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774738978391.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740860457.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739040882.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740951444.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739103370.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774740951444.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739165859.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741042305.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739228352.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741133167.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739290841.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741133167.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739353330.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741224157.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739415821.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741315020.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739478308.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741315020.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739540806.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741315020.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739603291.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741405880.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739665783.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741496745.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739728270.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741496745.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739790759.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741587733.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739853253.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741678594.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739915742.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741769456.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774739978234.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741769456.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740040721.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741860320.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740103211.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741951306.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740165701.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774741951306.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740228192.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742042170.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740290681.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742133032.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740353172.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742133032.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740415661.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742133032.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740478154.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742224019.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740540643.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742314881.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740603134.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742314881.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740665623.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742405744.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740728113.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742496608.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740790602.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742496608.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740853091.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742587595.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740915582.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742678458.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774740978071.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742769320.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741040565.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742769320.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741103054.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742860183.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741165544.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742951171.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741228034.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774742951171.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741290527.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743042033.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741353016.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743132896.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741415508.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743132896.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741477998.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743223882.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741540487.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743314746.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741602978.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743314746.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741665469.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743405609.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741727961.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743405609.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741790452.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743496471.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741852941.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743496471.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741915431.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743587459.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774741977920.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743678321.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742040411.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743769182.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742102905.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743769182.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742165394.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743951034.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742227884.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743951034.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742290374.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774743951034.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742352863.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744041894.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742415354.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744132758.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742477847.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744132758.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742540335.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744314610.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742602825.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744314610.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742665319.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744314610.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742727808.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744405470.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742790298.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744496335.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742852787.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744496335.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742915276.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744587321.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774742977766.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744587321.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743040256.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744678185.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743102746.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744769046.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743165236.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744769046.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743227728.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744859906.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743290218.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744950895.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743352712.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774744950895.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743415198.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745041760.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743477688.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745132623.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743540178.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745132623.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743602668.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745314473.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743665158.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745314473.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743727646.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745314473.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743790137.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745405336.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743915127.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745587186.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774743977619.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745587186.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744040108.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745678049.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744102599.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745768911.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744165087.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745768911.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744290079.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774745950761.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744352566.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746041624.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744415058.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746041624.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744477549.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746132486.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744602539.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746223474.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744665030.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746314336.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744727520.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746314336.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744790011.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746405199.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744852509.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746496062.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774744977507.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746587049.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745040001.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746677911.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745102499.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746677911.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745164996.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746768774.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745289988.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746859637.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745352486.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746950625.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745414983.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774746950625.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745477477.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747041487.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745602467.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747132350.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745664954.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747223337.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745727446.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747314200.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745789935.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747314200.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745852425.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747405063.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774745914915.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747495925.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746039904.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747586912.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746102395.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747677775.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746164884.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747768638.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746227376.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747768638.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746289864.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747859501.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746352355.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747950488.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746414846.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774747950488.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746477333.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748041350.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746539824.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748132213.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746602317.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748132213.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746664805.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748223199.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746727296.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748314062.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746789786.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748314062.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746852276.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748495788.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746914765.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748495788.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774746977255.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748495788.png
/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/stereo/centre_rgb/1403774747039747.png,/scratch/udit/robotcar/overcast/2014-06-26-09-24-58/mono_rear_rgb/1403774748586776.png
